Date,High,Low,Open,Close,Volume,Adj Close,CPI,Sentiment
2017-04-03,36.02999877929688,35.76250076293945,35.9275016784668,35.92499923706055,79942800.0,33.962158203125,244.53793333333334,97.00666666666666
2017-04-04,36.22249984741211,35.79249954223633,35.8125,36.192501068115234,79565600.0,34.21504592895508,244.5449,97.01
2017-04-05,36.3650016784668,35.95249938964844,36.05500030517578,36.005001068115234,110871600.0,34.03778839111328,244.55186666666665,97.01333333333334
2017-04-06,36.130001068115234,35.86249923706055,36.0724983215332,35.915000915527344,84596000.0,33.95270156860352,244.55883333333333,97.01666666666667
2017-04-07,36.04499816894531,35.817501068115234,35.932498931884766,35.834999084472656,66688800.0,33.877079010009766,244.5658,97.02
2017-04-10,35.970001220703125,35.724998474121094,35.900001525878906,35.79249954223633,75733600.0,33.83689880371094,244.5867,97.03
2017-04-11,35.837501525878906,35.01499938964844,35.73500061035156,35.407501220703125,121517600.0,33.472930908203125,244.59366666666668,97.03333333333333
2017-04-12,35.537498474121094,35.252498626708984,35.400001525878906,35.45000076293945,81400000.0,33.51311111450195,244.60063333333335,97.03666666666666
2017-04-13,35.595001220703125,35.26250076293945,35.477500915527344,35.26250076293945,71291600.0,33.33585739135742,244.6076,97.03999999999999
2017-04-17,35.470001220703125,35.217498779296875,35.369998931884766,35.45750045776367,66328400.0,33.52019500732422,244.63546666666667,97.05333333333333
2017-04-18,35.5099983215332,35.27750015258789,35.352500915527344,35.29999923706055,58790000.0,33.37130355834961,244.64243333333334,97.05666666666666
2017-04-19,35.5,35.11249923706055,35.470001220703125,35.16999816894531,69313600.0,33.248409271240234,244.6494,97.06
2017-04-20,35.72999954223633,35.290000915527344,35.30500030517578,35.61000061035156,93278400.0,33.66437149047852,244.65636666666666,97.06333333333333
2017-04-21,35.66999816894531,35.462501525878906,35.61000061035156,35.567501068115234,69283600.0,33.62419891357422,244.66333333333333,97.06666666666666
2017-04-24,35.98749923706055,35.79499816894531,35.875,35.90999984741211,68537200.0,33.947975158691406,244.68423333333334,97.07666666666667
2017-04-25,36.22499847412109,35.967498779296875,35.977500915527344,36.13249969482422,75486000.0,34.158321380615234,244.6912,97.08
2017-04-26,36.150001525878906,35.845001220703125,36.11750030517578,35.91999816894531,80164800.0,33.95742416381836,244.69816666666668,97.08333333333333
2017-04-27,36.040000915527344,35.82749938964844,35.97999954223633,35.9474983215332,56985200.0,33.98342514038086,244.70513333333335,97.08666666666666
2017-04-28,36.07500076293945,35.817501068115234,36.022499084472656,35.912498474121094,83441600.0,33.950340270996094,244.7121,97.08999999999999
2017-05-01,36.79999923706055,36.2400016784668,36.275001525878906,36.64500045776367,134411600.0,34.6428108215332,244.733,97.1
2017-05-02,37.022499084472656,36.709999084472656,36.8849983215332,36.87749862670898,181408800.0,34.86260986328125,244.7401612903226,97.03225806451613
2017-05-03,36.872501373291016,36.067501068115234,36.397499084472656,36.76499938964844,182788000.0,34.75626754760742,244.74732258064518,96.96451612903225
2017-05-04,36.78499984741211,36.45249938964844,36.630001068115234,36.63249969482422,93487600.0,34.631004333496094,244.75448387096776,96.89677419354838
2017-05-05,37.244998931884766,36.68999862670898,36.68999862670898,37.2400016784668,109310800.0,35.20531463623047,244.76164516129032,96.82903225806452
2017-05-08,38.42499923706055,37.25749969482422,37.25749969482422,38.25249862670898,195009600.0,36.1624870300293,244.78312903225807,96.6258064516129
2017-05-09,38.720001220703125,38.36249923706055,38.46749877929688,38.497501373291016,156521600.0,36.39410400390625,244.79029032258066,96.55806451612902
2017-05-10,38.48500061035156,38.02750015258789,38.407501220703125,38.31499862670898,103222800.0,36.2215690612793,244.79745161290325,96.49032258064516
2017-05-11,38.51750183105469,38.07749938964844,38.11249923706055,38.48749923706055,109020400.0,36.53482818603516,244.8046129032258,96.42258064516129
2017-05-12,39.10499954223633,38.66749954223633,38.67499923706055,39.025001525878906,130108000.0,37.045066833496094,244.8117741935484,96.35483870967741
2017-05-15,39.16249847412109,38.76250076293945,39.00249862670898,38.92499923706055,104038800.0,36.95014190673828,244.83325806451614,96.1516129032258
2017-05-16,39.01499938964844,38.68000030517578,38.98500061035156,38.86750030517578,80194000.0,36.89556503295898,244.84041935483873,96.08387096774193
2017-05-17,38.64250183105469,37.4275016784668,38.400001525878906,37.5625,203070800.0,35.656768798828125,244.8475806451613,96.01612903225806
2017-05-18,38.334999084472656,37.782501220703125,37.817501068115234,38.1349983215332,134272800.0,36.20022201538086,244.85474193548387,95.9483870967742
2017-05-19,38.494998931884766,38.157501220703125,38.345001220703125,38.26499938964844,107843200.0,36.32361602783203,244.86190322580646,95.88064516129032
2017-05-22,38.64500045776367,38.227500915527344,38.5,38.497501373291016,91865600.0,36.54433059692383,244.88338709677421,95.6774193548387
2017-05-23,38.72499847412109,38.32749938964844,38.72499847412109,38.45000076293945,79675600.0,36.49923706054688,244.89054838709677,95.60967741935484
2017-05-24,38.54249954223633,38.16749954223633,38.459999084472656,38.334999084472656,76712000.0,36.39007186889648,244.89770967741936,95.54193548387097
2017-05-25,38.587501525878906,38.25749969482422,38.432498931884766,38.46749877929688,76942400.0,36.51585006713867,244.90487096774194,95.47419354838709
2017-05-26,38.560001373291016,38.32749938964844,38.5,38.40250015258789,87710400.0,36.45414733886719,244.91203225806453,95.40645161290323
2017-05-30,38.60749816894531,38.33250045776367,38.35499954223633,38.41749954223633,80507600.0,36.4683837890625,244.94067741935484,95.13548387096775
2017-05-31,38.54249954223633,38.095001220703125,38.49250030517578,38.18999862670898,97804800.0,36.25242614746094,244.94783870967743,95.06774193548387
2017-06-01,38.33250045776367,38.05500030517578,38.29249954223633,38.29499816894531,65616400.0,36.35209274291992,244.955,95.0
2017-06-02,38.86249923706055,38.22249984741211,38.39500045776367,38.86249923706055,111082800.0,36.890811920166016,244.9493666666667,94.94666666666667
2017-06-05,38.61249923706055,38.3650016784668,38.584999084472656,38.48249816894531,101326800.0,36.530086517333984,244.93246666666667,94.78666666666666
2017-06-06,38.95249938964844,38.44499969482422,38.47499847412109,38.61249923706055,106499600.0,36.65349960327149,244.92683333333335,94.73333333333333
2017-06-07,38.994998931884766,38.619998931884766,38.755001068115234,38.84249877929688,84278400.0,36.8718147277832,244.9212,94.68
2017-06-08,38.8849983215332,38.59999847412109,38.8125,38.747501373291016,85003200.0,36.78164291381836,244.91556666666668,94.62666666666667
2017-06-09,38.79750061035156,36.505001068115234,38.79750061035156,37.244998931884766,259530800.0,35.35537338256836,244.90993333333336,94.57333333333334
2017-06-12,36.522499084472656,35.627498626708984,36.435001373291016,36.35499954223633,289229200.0,34.51052474975586,244.89303333333334,94.41333333333334
2017-06-13,36.86249923706055,36.28749847412109,36.790000915527344,36.647499084472656,136661600.0,34.788185119628906,244.8874,94.36
2017-06-14,36.875,35.959999084472656,36.875,36.290000915527344,126124800.0,34.448829650878906,244.88176666666666,94.30666666666667
2017-06-15,36.119998931884766,35.5525016784668,35.83000183105469,36.0724983215332,128661600.0,34.24235916137695,244.87613333333334,94.25333333333333
2017-06-16,36.125,35.54999923706055,35.94499969482422,35.567501068115234,201444400.0,33.76298141479492,244.8705,94.2
2017-06-19,36.685001373291016,35.915000915527344,35.915000915527344,36.584999084472656,130165600.0,34.728851318359375,244.8536,94.04
2017-06-20,36.71749877929688,36.23500061035156,36.71749877929688,36.25249862670898,99600400.0,34.41322708129883,244.84796666666668,93.98666666666666
2017-06-21,36.51750183105469,36.15250015258789,36.380001068115234,36.46749877929688,85063200.0,34.617313385009766,244.84233333333333,93.93333333333334
2017-06-22,36.67499923706055,36.27999877929688,36.442501068115234,36.407501220703125,76425200.0,34.560359954833984,244.8367,93.88000000000001
2017-06-23,36.790000915527344,36.27750015258789,36.282501220703125,36.56999969482422,141757600.0,34.714622497558594,244.83106666666666,93.82666666666667
2017-06-26,37.06999969482422,36.345001220703125,36.79249954223633,36.45500183105469,102769600.0,34.60545349121094,244.81416666666667,93.66666666666667
2017-06-27,36.540000915527344,35.904998779296875,36.25249862670898,35.932498931884766,99047600.0,34.10945510864258,244.80853333333334,93.61333333333334
2017-06-28,36.52750015258789,35.790000915527344,36.122501373291016,36.45750045776367,88329600.0,34.60782241821289,244.8029,93.56
2017-06-29,36.282501220703125,35.56999969482422,36.1775016784668,35.91999816894531,125997600.0,34.097591400146484,244.79726666666667,93.50666666666667
2017-06-30,36.2400016784668,35.94499969482422,36.11249923706055,36.005001068115234,92096400.0,34.178279876708984,244.79163333333332,93.45333333333333
2017-07-03,36.32500076293945,35.775001525878906,36.220001220703125,35.875,57111200.0,34.05488204956055,244.83329032258064,93.61935483870968
2017-07-05,36.1974983215332,35.68000030517578,35.92250061035156,36.022499084472656,86278400.0,34.19489288330078,244.8805806451613,93.83870967741936
2017-07-06,35.875,35.602500915527344,35.755001068115234,35.682498931884766,96515200.0,33.87214279174805,244.90422580645162,93.9483870967742
2017-07-07,36.1875,35.724998474121094,35.724998474121094,36.04499816894531,76806800.0,34.21625518798828,244.92787096774194,94.05806451612904
2017-07-10,36.48749923706055,35.842498779296875,36.02750015258789,36.26499938964844,84362400.0,34.42509460449219,244.9988064516129,94.38709677419355
2017-07-11,36.462501525878906,36.095001220703125,36.182498931884766,36.38249969482422,79127200.0,34.5366325378418,245.02245161290324,94.49677419354839
2017-07-12,36.54499816894531,36.20500183105469,36.46749877929688,36.435001373291016,99538000.0,34.58646774291992,245.04609677419356,94.60645161290323
2017-07-13,37.122501373291016,36.36000061035156,36.375,36.942501068115234,100797600.0,35.06821823120117,245.06974193548388,94.71612903225807
2017-07-14,37.33250045776367,36.83250045776367,36.99250030517578,37.2599983215332,80528400.0,35.36961364746094,245.0933870967742,94.8258064516129
2017-07-17,37.72499847412109,37.14250183105469,37.20500183105469,37.38999938964844,95174000.0,35.49301528930664,245.16432258064518,95.15483870967742
2017-07-18,37.532501220703125,37.16749954223633,37.29999923706055,37.52000045776367,71475200.0,35.616416931152344,245.1879677419355,95.26451612903226
2017-07-19,37.85499954223633,37.48749923706055,37.619998931884766,37.755001068115234,83692000.0,35.839500427246094,245.2116129032258,95.3741935483871
2017-07-20,37.935001373291016,37.54750061035156,37.875,37.584999084472656,68974800.0,35.678123474121094,245.23525806451613,95.48387096774194
2017-07-21,37.61000061035156,37.220001220703125,37.497501373291016,37.567501068115234,105010400.0,35.6615104675293,245.25890322580645,95.59354838709677
2017-07-24,38.11000061035156,37.47499847412109,37.64500045776367,38.022499084472656,85972800.0,36.09341430664063,245.32983870967743,95.92258064516129
2017-07-25,38.459999084472656,37.95000076293945,37.95000076293945,38.185001373291016,75415600.0,36.2476806640625,245.35348387096775,96.03225806451613
2017-07-26,38.48249816894531,38.26499938964844,38.337501525878906,38.3650016784668,63124000.0,36.418548583984375,245.37712903225807,96.14193548387097
2017-07-27,38.497501373291016,36.82500076293945,38.4375,37.63999938964844,129905200.0,35.73032760620117,245.4007741935484,96.2516129032258
2017-07-28,37.557498931884766,37.29750061035156,37.47249984741211,37.375,68854800.0,35.47877883911133,245.4244193548387,96.36129032258064
2017-07-31,37.58250045776367,37.032501220703125,37.47499847412109,37.182498931884766,79383600.0,35.296043395996094,245.4953548387097,96.69032258064516
2017-08-01,37.55500030517578,37.102500915527344,37.275001525878906,37.51250076293945,141474400.0,35.609310150146484,245.519,96.8
2017-08-02,39.9375,39.040000915527344,39.81999969482422,39.28499984741211,279747200.0,37.291873931884766,245.56093548387096,96.74516129032257
